assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date
GCA_900036045.1,PRJEB12532,SAMEA3857231,,na,83986,83986,Methanoculleus bourgensis,,Methanoculleus sp MAB1,latest,Complete Genome,Major,Full,15/02/2016,Methanoculleus sp MAB1,SLU,GCF_900036045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/036/045/GCA_900036045.1_Methanoculleus_sp_MAB1,,,na
GCA_900079125.1,PRJEB13327,SAMEA3921042,,na,83986,83986,Methanoculleus bourgensis,,BA1,latest,Complete Genome,Major,Full,05/05/2016,MBBA,CEBITEC,GCF_900079125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/125/GCA_900079125.1_MBBA,contaminated,,na
GCA_005576615.1,PRJNA412908,SAMN11637627,,na,88724,88724,Natrinema versiforme,strain=BOL5-4,,latest,Complete Genome,Major,Full,22/05/2019,ASM557661v1,University of Maryland,GCF_005576615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/576/615/GCA_005576615.1_ASM557661v1,,,na
GCA_001006045.1,PRJNA258102,SAMN02988852,,representative genome,113653,113653,Geoglobus ahangari,strain=234,,latest,Complete Genome,Major,Full,11/05/2015,ASM100604v1,Michigan State University,GCF_001006045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/045/GCA_001006045.1_ASM100604v1,,assembly from type material,na
GCA_010692905.1,PRJNA605089,SAMN14048689,,representative genome,114529,114529,Haloferax alexandrinus,strain=wsp1,,latest,Complete Genome,Major,Full,18/02/2020,ASM1069290v1,CSIR-Institue of Microbial Technology,GCF_010692905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/905/GCA_010692905.1_ASM1069290v1,,,na
GCA_029232225.1,PRJNA865582,SAMN30631033,,na,114529,114529,Haloferax alexandrinus,strain=BNX82,,latest,Complete Genome,Major,Full,17/03/2023,ASM2923222v1,Consiglio nazionale delle ricerche,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/232/225/GCA_029232225.1_ASM2923222v1,,,na
GCA_000965745.1,PRJNA256113,SAMN02940502,,na,115547,115547,uncultured archaeon,,,latest,Complete Genome,Major,Full,30/03/2015,ASM96574v1,CSIRO,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/965/745/GCA_000965745.1_ASM96574v1,derived from environmental source,,na
GCA_900095295.1,PRJEB14599,SAMEA4378819,,representative genome,118062,118062,Methanobacterium congolense,,Buetzberg,latest,Complete Genome,Major,Full,08/09/2016,MCBB,CEBITEC,GCF_900095295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB,,,na
GCA_019669965.1,PRJDB8303,SAMD00171896,,representative genome,118126,118126,Methanoculleus chikugoensis,strain=MG62,,latest,Complete Genome,Major,Full,02/06/2021,ASM1966996v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCF_019669965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/965/GCA_019669965.1_ASM1966996v1,,assembly from type material,na
GCA_004799625.1,PRJNA482292,SAMN09702595,,na,121872,121872,Natrinema thermotolerans,strain=A29,,latest,Complete Genome,Major,Full,18/04/2019,ASM479962v1,Wuhan University,GCF_004799625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/625/GCA_004799625.1_ASM479962v1,contaminated; not used as type,,na
GCA_002214525.1,PRJNA274230,SAMN03324166,,na,122420,122420,Thermococcus sp. P6,strain=P6,,latest,Complete Genome,Major,Full,05/07/2017,ASM221452v1,Ecole Normale Superieure de Lyon,GCF_002214525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/525/GCA_002214525.1_ASM221452v1,,,na
GCA_017357525.1,PRJNA269558,SAMN03254450,,representative genome,126734,126734,Methanofollis aquaemaris,strain=N2F9704,,latest,Complete Genome,Major,Full,16/03/2021,ASM1735752v1,National Chung Hsing University,GCF_017357525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/525/GCA_017357525.1_ASM1735752v1,,assembly from type material,na
GCA_025397995.1,PRJNA622823,SAMN30825859,,representative genome,145261,145261,Methanothermobacter wolfeii,strain=DSM 2970,,latest,Complete Genome,Major,Full,24/09/2022,ASM2539799v1,NEB,GCF_025397995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/995/GCA_025397995.1_ASM2539799v1,,assembly from type material,na
GCA_900095815.1,PRJEB15255,SAMEA4408318,,na,145261,145261,Methanothermobacter wolfeii,,SIV6,latest,Complete Genome,Major,Full,16/12/2016,SIV6,CEBITEC,GCF_900095815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6,contaminated,,na
GCA_027554905.1,PRJNA674001,SAMN16604535,,representative genome,145262,145262,Methanothermobacter thermautotrophicus,strain=Delta H,,latest,Complete Genome,Major,Full,03/01/2023,ASM2755490v1,University of Tuebingen,GCF_027554905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/554/905/GCA_027554905.1_ASM2755490v1,,assembly from type material,na
GCA_027555045.1,PRJNA674001,SAMN16605913,,na,145262,145262,Methanothermobacter thermautotrophicus,strain=Z-245,,latest,Complete Genome,Major,Full,03/01/2023,ASM2755504v1,University of Tuebingen,GCF_027555045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/555/045/GCA_027555045.1_ASM2755504v1,,,na
GCA_027555065.1,PRJNA674001,SAMN16623210,,na,145263,145263,Methanothermobacter marburgensis,strain=Marburg,,latest,Complete Genome,Major,Full,03/01/2023,ASM2755506v1,University of Tuebingen,GCF_027555065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/555/065/GCA_027555065.1_ASM2755506v1,,assembly from type material,na
GCA_000265525.1,PRJNA167371,SAMN02603492,,representative genome,163003,163003,Thermococcus cleftensis,strain=CL1,,latest,Complete Genome,Major,Full,11/06/2012,ASM26552v1,Kyung Hee University,GCF_000265525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/525/GCA_000265525.1_ASM26552v1,,assembly from type material,na
GCA_000007225.1,PRJNA172,SAMN02604075,,representative genome,178306,13773,Pyrobaculum aerophilum str. IM2,strain=IM2,,latest,Complete Genome,Major,Full,24/01/2002,ASM722v1,UCLA/CalTech,GCF_000007225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/225/GCA_000007225.1_ASM722v1,,assembly from type material,na
GCA_022870485.1,PRJNA822675,SAMN27257334,,representative genome,179637,179637,Halococcus dombrowskii,strain=H4,,latest,Complete Genome,Major,Full,11/04/2022,ASM2287048v1,MacLea Lab & Binomica Labs collaboration,GCF_022870485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/870/485/GCA_022870485.1_ASM2287048v1,,assembly from type material,na
GCA_000007305.1,PRJNA287,SAMN02604284,,na,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,,latest,Complete Genome,Major,Full,27/02/2002,ASM730v1,Utah Genome Center,GCF_000007305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/305/GCA_000007305.1_ASM730v1,,assembly from type material,na
GCA_008245085.1,PRJNA382684,SAMN06711904,,representative genome,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,,latest,Complete Genome,Major,Full,03/09/2019,ASM824508v1,University Regensburg,GCF_008245085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/245/085/GCA_008245085.1_ASM824508v1,,assembly from type material,na
GCA_000008645.1,PRJNA289,SAMN02603244,,na,187420,145262,Methanothermobacter thermautotrophicus str. Delta H,strain=Delta H,,latest,Complete Genome,Major,Full,22/12/1999,ASM864v1,Genome Therapeutics Corporation,GCF_000008645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1,,assembly from type material,na
GCA_002214565.1,PRJNA274230,SAMN03324164,,representative genome,187880,187880,Thermococcus radiotolerans,strain=EJ2,,latest,Complete Genome,Major,Full,05/07/2017,ASM221456v1,Ecole Normale Superieure de Lyon,GCF_002214565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/565/GCA_002214565.1_ASM221456v1,,assembly from type material,na
GCA_000007345.1,PRJNA290,SAMN03081414,,representative genome,188937,2214,Methanosarcina acetivorans C2A,strain=C2A,,latest,Complete Genome,Major,Full,03/04/2002,ASM734v1,Broad Institute,GCF_000007345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1,,assembly from type material,na
GCA_000007185.1,PRJNA294,SAMN02603235,,representative genome,190192,2320,Methanopyrus kandleri AV19,strain=AV19,,latest,Complete Genome,Major,Full,03/04/2002,ASM718v1,Fidelity Systems,GCF_000007185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/185/GCA_000007185.1_ASM718v1,,assembly from type material,na
GCA_000007065.1,PRJNA300,SAMN02603290,,representative genome,192952,2209,Methanosarcina mazei Go1,strain=Go1,,latest,Complete Genome,Major,Full,20/05/2002,ASM706v1,Gottingen Genomics Laboratory,GCF_000007065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/065/GCA_000007065.1_ASM706v1,,,na
GCA_000585495.1,PRJNA237737,SAMN03081537,,representative genome,195522,195522,Thermococcus nautili,strain=30-1,,latest,Complete Genome,Major,Full,05/03/2014,ASM58549v1,Institute de Genetique et Microbiologie,GCF_000585495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/495/GCA_000585495.1_ASM58549v1,,assembly from type material,na
GCA_025914035.1,PRJNA891094,SAMN31309218,,representative genome,204050,204050,Methanoculleus submarinus,strain=DSM 15122,,latest,Complete Genome,Major,Full,31/10/2022,ASM2591403v1,National Chung Hsing University,GCF_025914035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/914/035/GCA_025914035.1_ASM2591403v1,,assembly from type material,na
GCA_000970205.1,PRJNA230947,SAMN03074583,,na,213585,2209,Methanosarcina mazei S-6,strain=S-6,,latest,Complete Genome,Major,Full,07/04/2015,ASM97020v1,University of Illinois at Urbana-Champaign,GCF_000970205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/205/GCA_000970205.1_ASM97020v1,,assembly from type material,na
GCA_021233435.1,PRJNA787377,SAMN23798384,,representative genome,223182,223182,Halobacterium noricense,strain=JCM 15102,,latest,Complete Genome,Major,Full,20/12/2021,ASM2123343v1,Jiangsu University,GCF_021233435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/233/435/GCA_021233435.1_ASM2123343v1,,assembly from type material,na
GCA_000008665.1,PRJNA104,SAMN02603985,,na,224325,2234,Archaeoglobus fulgidus DSM 4304,strain=DSM 4304,,latest,Complete Genome,Major,Full,22/12/1999,ASM866v1,TIGR,GCF_000008665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/665/GCA_000008665.1_ASM866v1,,assembly from type material,na
GCA_024508235.1,PRJNA861109,SAMN29883558,,representative genome,224402,224402,Halococcus qingdaonensis,strain=CGMCC 1.4243,,latest,Complete Genome,Major,Full,03/08/2022,ASM2450823v1,Jiangsu University,GCF_024508235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/508/235/GCA_024508235.1_ASM2450823v1,,assembly from type material,na
GCA_000404165.1,PRJNA157813,SAMN02602974,,na,224719,224719,Methanobrevibacter sp. AbM4,strain=AbM4,,latest,Complete Genome,Major,Full,03/06/2013,ASM40416v1,AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre,GCF_000404165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/165/GCA_000404165.1_ASM40416v1,,,na
GCA_000008085.1,PRJNA9599,SAMN02603208,,na,228908,160232,Nanoarchaeum equitans Kin4-M,strain=Kin4-M,,latest,Complete Genome,Major,Full,18/12/2003,ASM808v1,DIVERSA,GCF_000008085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/085/GCA_000008085.1_ASM808v1,missing tRNA genes,,na
GCA_001477655.1,PRJNA49589,SAMN03438115,,na,230361,230361,Methanobrevibacter millerae,strain=SM9,,latest,Complete Genome,Major,Full,22/12/2015,ASM147765v1,PGgRc,GCF_001477655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/655/GCA_001477655.1_ASM147765v1,,,na
GCA_000091665.1,PRJNA102,SAMN02603984,,representative genome,243232,2190,Methanocaldococcus jannaschii DSM 2661,strain=DSM 2661,,latest,Complete Genome,Major,Full,22/12/1999,ASM9166v1,TIGR,GCF_000091665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/665/GCA_000091665.1_ASM9166v1,,assembly from type material,na
GCA_000151205.2,PRJNA19381,SAMN02603626,,na,246969,246969,Thermococcus sp. AM4,strain=AM4,,latest,Complete Genome,Major,Full,08/09/2011,ASM15120v2,Moore Foundation,GCF_000151205.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/205/GCA_000151205.2_ASM15120v2,,,na
GCA_000013725.1,PRJNA9634,SAMN02598545,,representative genome,259564,29291,Methanococcoides burtonii DSM 6242,strain=DSM 6242,,latest,Complete Genome,Major,Full,10/04/2006,ASM1372v1,DOE Joint Genome Institute,GCF_000013725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1,,assembly from type material,na
GCA_000011585.1,PRJNA10632,SAMEA3138215,,na,267377,39152,Methanococcus maripaludis S2,strain=S2,,latest,Complete Genome,Major,Full,04/03/2004,ASM1158v1,University of Washington,GCF_000011585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/585/GCA_000011585.1_ASM1158v1,,,na
GCA_000591055.1,PRJEA50649,SAMEA3138954,,representative genome,268739,416273,Natronomonas moolapensis 8.8.11,strain=8.8.11,,latest,Complete Genome,Major,Full,21/02/2013,ASM59105v1,Max-Planck-Institute of Biochemistry,GCF_000591055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/055/GCA_000591055.1_ASM59105v1,,assembly from type material,na
GCA_000011125.1,PRJNA211,SAMD00061092,,representative genome,272557,56636,Aeropyrum pernix K1,strain=K1,,latest,Complete Genome,Major,Full,11/10/2006,ASM1112v1,NITE,GCF_000011125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/125/GCA_000011125.1_ASM1112v1,,assembly from type material,na
GCA_000011085.1,PRJNA105,SAMN02603385,,representative genome,272569,2238,Haloarcula marismortui ATCC 43049,strain=ATCC 43049,,latest,Complete Genome,Major,Full,02/11/2004,ASM1108v1,Institute for Systems Biology,GCF_000011085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/085/GCA_000011085.1_ASM1108v1,,assembly from type material,na
GCA_005310945.1,PRJNA412908,SAMN11356379,,na,272569,2238,Haloarcula marismortui ATCC 43049,strain=ATCC 43049,,latest,Complete Genome,Major,Full,14/05/2019,ASM531094v1,University of Maryland,GCF_005310945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/310/945/GCA_005310945.1_ASM531094v1,,assembly from type material,na
GCA_000195935.2,PRJNA179,SAMEA3283067,,representative genome,272844,29292,Pyrococcus abyssi GE5,strain=Orsay,,latest,Complete Genome,Major,Full,06/05/2003,ASM19593v2,Genoscope,GCF_000195935.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/935/GCA_000195935.2_ASM19593v2,,assembly from type material,na
GCA_000007005.1,PRJNA108,SAMN02603227,,na,273057,2287,Saccharolobus solfataricus P2,strain=P2,,latest,Complete Genome,Major,Full,25/11/2002,ASM700v1,European/Canadian Consortium,GCF_000007005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/005/GCA_000007005.1_ASM700v1,,,na
GCA_000011205.1,PRJNA246,SAMD00061096,,representative genome,273063,111955,Sulfurisphaera tokodaii str. 7,strain=7,,latest,Complete Genome,Major,Full,11/05/2004,ASM1120v1,NITE,GCF_000011205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/205/GCA_000011205.1_ASM1120v1,,assembly from type material,na
GCA_000195915.1,PRJNA110,SAMEA3138325,,representative genome,273075,2303,Thermoplasma acidophilum DSM 1728,strain=DSM1728,,latest,Complete Genome,Major,Full,06/05/2003,ASM19591v1,Max-Plank-Institute,GCF_000195915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/915/GCA_000195915.1_ASM19591v1,,assembly from type material,na
GCA_000011185.1,PRJNA206,SAMD00061089,,representative genome,273116,50339,Thermoplasma volcanium GSS1,strain=GSS1,,latest,Complete Genome,Major,Full,11/05/2004,ASM1118v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCF_000011185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/185/GCA_000011185.1_ASM1118v1,,assembly from type material,na
GCA_002214545.1,PRJNA274230,SAMN03324168,,na,277988,277988,Thermococcus thioreducens,strain=OGL-20P,,latest,Complete Genome,Major,Full,05/07/2017,ASM221454v1,Ecole Normale Superieure de Lyon,GCF_002214545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/545/GCA_002214545.1_ASM221454v1,,assembly from type material,na
GCA_002116695.1,PRJNA380321,SAMN06640543,,representative genome,282676,282676,Acidianus manzaensis,strain=YN-25,,latest,Complete Genome,Major,Full,01/05/2017,ASM211669v1,"Cental South University, China",GCF_002116695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/695/GCA_002116695.1_ASM211669v1,,,na
GCA_001563245.1,PRJNA49591,SAMN04335716,,representative genome,294671,294671,Methanobrevibacter olleyae,strain=YLM1,,latest,Complete Genome,Major,Full,18/02/2016,ASM156324v1,PGgRc,GCF_001563245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/245/GCA_001563245.1_ASM156324v1,,,na
GCA_024730625.1,PRJNA742554,SAMN19967896,,representative genome,302484,302484,Haloferax larsenii,strain=NCIM 5678,,latest,Complete Genome,Major,Full,22/08/2022,ASM2473062v1,Indian Institute of Technology Delhi,GCF_024730625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/730/625/GCA_024730625.1_ASM2473062v1,,,na
GCA_000011005.1,PRJDA20361,SAMD00060931,,representative genome,304371,570267,Methanocella paludicola SANAE,strain=SANAE,,latest,Complete Genome,Major,Full,25/12/2009,ASM1100v1,NITE,GCF_000011005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1,,assembly from type material,na
GCA_000025685.1,PRJNA12524,SAMN02604027,,representative genome,309800,2246,Haloferax volcanii DS2,strain=DS2,,latest,Complete Genome,Major,Full,23/03/2010,ASM2568v1,TIGR,GCF_000025685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/685/GCA_000025685.1_ASM2568v1,,assembly from type material,na
GCA_028471785.1,PRJNA928455,SAMN32933801,,na,311400,311400,Thermococcus kodakarensis,strain=TS900,,latest,Complete Genome,Major,Full,06/02/2023,ASM2847178v1,Colorado State University,GCF_028471785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/471/785/GCA_028471785.1_ASM2847178v1,,,na
GCA_028471865.1,PRJNA928457,SAMN32933864,,na,311400,311400,Thermococcus kodakarensis,strain=TS901,,latest,Complete Genome,Major,Full,06/02/2023,ASM2847186v1,Colorado State University,GCF_028471865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/471/865/GCA_028471865.1_ASM2847186v1,,,na
GCA_000270325.1,PRJDA49157,SAMD00016619,,na,311458,311458,Candidatus Caldarchaeum subterraneum,,,latest,Complete Genome,Major,Full,15/08/2011,ASM27032v1,Japan Agency for Maine-Earth Science and Technology,GCF_000270325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/325/GCA_000270325.1_ASM27032v1,derived from environmental source; missing rRNA genes,,na
GCA_000013445.1,PRJNA13015,SAMN02598287,,representative genome,323259,2203,Methanospirillum hungatei JF-1,strain=JF-1,,latest,Complete Genome,Major,Full,17/02/2006,ASM1344v1,DOE Joint Genome Institute,GCF_000013445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/445/GCA_000013445.1_ASM1344v1,,assembly from type material,na
GCA_000012285.1,PRJNA13935,SAMN02603173,,na,330779,2285,Sulfolobus acidocaldarius DSM 639,strain=DSM 639,,latest,Complete Genome,Major,Full,05/07/2005,ASM1228v1,Danish Archaea Centre,GCF_000012285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/285/GCA_000012285.1_ASM1228v1,,assembly from type material,na
GCA_028472365.1,PRJNA594306,SAMN13512241,,na,330779,2285,Sulfolobus acidocaldarius DSM 639,strain=DSM 639,,latest,Complete Genome,Major,Full,06/02/2023,ASM2847236v1,Wuhan Unverisity,GCF_028472365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/472/365/GCA_028472365.1_ASM2847236v1,,assembly from type material,na
GCA_000152265.2,PRJNA239,SAMN02604346,,representative genome,333146,97393,Ferroplasma acidarmanus Fer1,strain=Fer1,,latest,Complete Genome,Major,Full,26/06/2013,ASM15226v2,DOE Joint Genome Institute,GCF_000152265.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/265/GCA_000152265.2_ASM15226v2,,assembly from type material,na
GCA_004126515.1,PRJNA513349,SAMN10709458,,representative genome,337243,337243,Halorubrum ezzemoulense,strain=Fb21,,latest,Complete Genome,Major,Full,01/02/2019,ASM412651v1,University of Connecticut,GCF_004126515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/126/515/GCA_004126515.1_ASM412651v1,,,na
