assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_000195935.2,PRJNA179,SAMEA3283067,na,representative genome,272844,29292,Pyrococcus abyssi GE5,strain=Orsay,na,latest,Complete Genome,Major,Full,06/05/2003,ASM19593v2,Genoscope,GCF_000195935.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/935/GCA_000195935.2_ASM19593v2,na,assembly from type material,na,haploid,archaea,1768562,1768562,44.5,2,2,7,Genoscope,Annotation submitted by Genoscope,03/16/15,1830,1784,46,12622808;8655503;10736225;11381026,90,100.01
GCA_000007305.1,PRJNA287,SAMN02604284,na,na,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,na,latest,Complete Genome,Major,Full,27/02/2002,ASM730v1,Utah Genome Center,GCF_000007305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/305/GCA_000007305.1_ASM730v1,na,assembly from type material,na,haploid,archaea,1908256,1908256,40.5,1,1,1,Utah Genome Center,Annotation submitted by Utah Genome Center,01/31/14,2169,2065,104,11115105;11210495;10430560,96,97.54
GCA_008245085.1,PRJNA382684,SAMN06711904,na,representative genome,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,na,latest,Complete Genome,Major,Full,03/09/2019,ASM824508v1,University Regensburg,GCF_008245085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/245/085/GCA_008245085.1_ASM824508v1,na,assembly from type material,na,haploid,archaea,1889914,1889914,40.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,08/31/17,2103,1982,68,na,96,98.31
GCA_000275605.1,PRJNA163827,SAMN02603219,na,na,1185654,2261,Pyrococcus furiosus COM1,strain=COM1,na,latest,Complete Genome,Major,Full,29/06/2012,ASM27560v1,ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,GCF_000275605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/605/GCA_000275605.1_ASM27560v1,na,na,na,haploid,archaea,1909827,1909827,40.5,1,1,1,ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,Annotation submitted by ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,01/30/14,2113,2064,49,22636780,96,98.04
GCA_000011105.1,PRJNA207,SAMD00061090,na,representative genome,70601,53953,Pyrococcus horikoshii OT3,strain=OT3,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1110v1,NITE,GCF_000011105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/105/GCA_000011105.1_ASM1110v1,na,assembly from type material,na,haploid,archaea,1738505,1738505,41.5,1,1,1,NITE,Annotation submitted by NITE,05/09/2017,2118,2061,49,9679194,95,91.03
GCA_001577775.1,PRJNA274214,SAMN03323778,na,representative genome,1609559,1609559,Pyrococcus kukulkanii,strain=NCB100,na,latest,Complete Genome,Major,Full,29/02/2016,ASM157777v1,Ecole Normale Superieure de Lyon,GCF_001577775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/775/GCA_001577775.1_ASM157777v1,na,assembly from type material,na,haploid,archaea,1977126,1977126,44.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,02/05/2015,2186,1997,61,27189596,100,100.25
GCA_001412615.1,PRJNA268702,SAMN03223811,na,representative genome,1273541,1273541,Pyrodictium delaneyi,strain=Su06,na,latest,Complete Genome,Major,Full,26/10/2015,ASM141261v1,Kyung Hee University,GCF_001412615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/615/GCA_001412615.1_ASM141261v1,na,assembly from type material,na,haploid,archaea,2023836,2023836,53.5,1,1,1,Kyung Hee University,Annotation submitted by Kyung Hee University,10/26/15,2093,2036,50,na,90,103.11
GCA_000223395.1,PRJNA48579,SAMN02232047,na,representative genome,694429,54252,Pyrolobus fumarii 1A,strain=1A,na,latest,Complete Genome,Major,Full,12/08/2011,ASM22339v1,DOE Joint Genome Institute,GCF_000223395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/395/GCA_000223395.1_ASM22339v1,na,assembly from type material,na,haploid,archaea,1843267,1843267,54.5,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,07/17/13,2038,1967,52,21886865,103,113.64
GCA_000092465.1,PRJNA33683,SAMN00002730,na,representative genome,591019,84599,Staphylothermus hellenicus DSM 12710,strain=DSM 12710,na,latest,Complete Genome,Major,Full,01/06/2010,ASM9246v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000092465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/465/GCA_000092465.1_ASM9246v1,na,assembly from type material,na,haploid,archaea,1580347,1580347,36.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),12/11/2013,1716,1599,48,22180806,85,99.27
GCA_000015945.1,PRJNA17449,SAMN02598390,na,representative genome,399550,2280,Staphylothermus marinus F1,strain=F1,na,latest,Complete Genome,Major,Full,21/02/2007,ASM1594v1,US DOE Joint Genome Institute,GCF_000015945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/945/GCA_000015945.1_ASM1594v1,na,assembly from type material,na,haploid,archaea,1570485,1570485,35.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,01/28/14,1646,1570,36,21304655,88,101.19
GCA_009729035.1,PRJNA488459,SAMN09933091,na,representative genome,41675,41675,Stygiolobus azoricus,strain=FC6,na,latest,Complete Genome,Major,Full,04/12/2019,ASM972903v1,North Carolina State University,GCF_009729035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/729/035/GCA_009729035.1_ASM972903v1,na,assembly from type material,na,haploid,archaea,1987069,1987069,37.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/22/19,2177,2042,51,na,80,80.27
GCA_000012285.1,PRJNA13935,SAMN02603173,na,na,330779,2285,Sulfolobus acidocaldarius DSM 639,strain=DSM 639,na,latest,Complete Genome,Major,Full,05/07/2005,ASM1228v1,Danish Archaea Centre,GCF_000012285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/285/GCA_000012285.1_ASM1228v1,na,assembly from type material,na,haploid,archaea,2225959,2225959,36.5,1,1,1,Danish Archaea Centre,Annotation submitted by Danish Archaea Centre,01/30/14,2329,2223,81,15995215,71,78.61
GCA_028472365.1,PRJNA594306,SAMN13512241,na,na,330779,2285,Sulfolobus acidocaldarius DSM 639,strain=DSM 639,na,latest,Complete Genome,Major,Full,06/02/2023,ASM2847236v1,Wuhan Unverisity,GCF_028472365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/472/365/GCA_028472365.1_ASM2847236v1,na,assembly from type material,na,haploid,archaea,2225130,2225130,36.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/10/2019,2347,2257,51,na,71,78.79
GCA_000340315.1,PRJNA66533,SAMN02604152,na,na,1028566,2285,Sulfolobus acidocaldarius N8,strain=N8,na,latest,Complete Genome,Major,Full,08/02/2013,ASM34031v1,University of Cincinnati,GCF_000340315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/315/GCA_000340315.1_ASM34031v1,na,na,na,haploid,archaea,2176362,2176362,36.5,1,1,1,University of Cincinnati,Annotation submitted by University of Cincinnati,01/31/14,2308,2275,33,22418622,71,79.12
GCA_000338775.1,PRJNA66535,SAMN02604153,na,na,1028567,2285,Sulfolobus acidocaldarius Ron12/I,strain=Ron12/I,na,latest,Complete Genome,Major,Full,08/02/2013,ASM33877v1,University of Cincinnati,GCF_000338775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/775/GCA_000338775.1_ASM33877v1,na,na,na,haploid,archaea,2223983,2223983,36.5,1,1,1,University of Cincinnati,Annotation submitted by University of Cincinnati,01/31/14,2350,2317,33,22418622,71,78.68
GCA_000508305.1,PRJNA231215,SAMN03081514,na,na,1435377,2285,Sulfolobus acidocaldarius SUSAZ,strain=SUSAZ,na,latest,Complete Genome,Major,Full,16/12/2013,ASM50830v1,Center for Genomic Sciences,GCF_000508305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/305/GCA_000508305.1_ASM50830v1,genome length too small,na,na,haploid,archaea,2061920,2061920,36,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,12/12/2013,2228,2146,50,na,71,77.62
GCA_019175305.1,PRJNA716249,SAMN18406479,na,na,2286,2286,Saccharolobus shibatae,strain=S38A,na,latest,Complete Genome,Major,Full,08/07/2021,ASM1917530v1,Skolkovo Institute of Science and Technology,GCF_019175305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/305/GCA_019175305.1_ASM1917530v1,na,na,na,haploid,archaea,2791785,2791785,35.5,1,1,1,Skolkovo Institute of Science and Technology,Annotation submitted by Skolkovo Institute of Science and Technology,07/08/2021,3178,3132,46,34190379,73,83.2
GCA_019175325.1,PRJNA716248,SAMN18407733,na,na,2286,2286,Saccharolobus shibatae,strain=BEU9,na,latest,Complete Genome,Major,Full,08/07/2021,ASM1917532v1,Skolkovo Institute of Science and Technology,GCF_019175325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/325/GCA_019175325.1_ASM1917532v1,na,na,na,haploid,archaea,2778607,2778607,35.5,2,2,2,Skolkovo Institute of Science and Technology,Annotation submitted by Skolkovo Institute of Science and Technology,07/08/2021,3206,3159,47,34190379,73,83.77
GCA_019175345.1,PRJNA716250,SAMN18432893,na,representative genome,523848,2286,Saccharolobus shibatae B12,strain=B12,na,latest,Complete Genome,Major,Full,08/07/2021,ASM1917534v1,Skolkovo Institute of Science and Technology,GCF_019175345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/345/GCA_019175345.1_ASM1917534v1,na,assembly from type material,na,haploid,archaea,2916875,2916875,35,2,2,2,Skolkovo Institute of Science and Technology,Annotation submitted by Skolkovo Institute of Science and Technology,07/08/2021,3268,3221,47,34190379,73,81.54
GCA_900079115.1,PRJEB13308,SAMEA3920617,na,na,2287,2287,Saccharolobus solfataricus,strain=P1,na,latest,Complete Genome,Major,Full,11/04/2016,SSOP1,Institute of Biology,GCF_900079115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/115/GCA_900079115.1_SSOP1,na,assembly from type material,na,haploid,archaea,3034024,3034024,35.5,1,1,1,Institute of Biology,Annotation submitted by Institute of Biology,04/11/2016,3402,3328,64,na,74,84.23
GCA_000968395.2,PRJNA277733,SAMN03395044,na,na,2287,2287,Saccharolobus solfataricus,strain=SARC-C,na,latest,Complete Genome,Major,Full,25/10/2018,ASM96839v2,University of Nebraska-Lincoln,GCF_000968395.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/395/GCA_000968395.2_ASM96839v2,na,na,na,haploid,archaea,2727312,2727312,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/23/18,3028,2651,50,26021927,74,84
GCA_000968355.2,PRJNA279939,SAMN03452281,na,na,2287,2287,Saccharolobus solfataricus,strain=SARC-B,na,latest,Complete Genome,Major,Full,25/10/2018,ASM96835v2,University of Nebraska-Lincoln,GCF_000968355.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/355/GCA_000968355.2_ASM96835v2,na,na,na,haploid,archaea,2727312,2727312,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/23/18,3028,2652,50,26021927,74,84
GCA_000968435.2,PRJNA279935,SAMN03452280,na,na,2287,2287,Saccharolobus solfataricus,strain=SULA,98/2,latest,Complete Genome,Major,Full,31/10/2018,ASM96843v2,University of Nebraska-Lincoln,GCF_000968435.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/435/GCA_000968435.2_ASM96843v2,na,na,na,haploid,archaea,2727312,2727312,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/30/18,3028,2652,50,26021927,74,84
GCA_003852175.1,PRJNA347855,SAMN05896747,na,na,2287,2287,Saccharolobus solfataricus,strain=SARC-N,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385217v1,University of Nebraska-Lincoln,GCF_003852175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/175/GCA_003852175.1_ASM385217v1,na,na,na,haploid,archaea,2658139,2658139,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/24/18,2970,2606,50,30425171,74,84.04
GCA_003852195.1,PRJNA347851,SAMN05896744,na,na,2287,2287,Saccharolobus solfataricus,strain=SARC-H,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385219v1,University of Nebraska-Lincoln,GCF_003852195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/195/GCA_003852195.1_ASM385219v1,na,na,na,haploid,archaea,2668974,2668974,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/22/18,2986,2620,50,30425171,74,84.09
GCA_003852095.1,PRJNA347857,SAMN05896748,na,na,2287,2287,Saccharolobus solfataricus,strain=SARC-O,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385209v1,University of Nebraska-Lincoln,GCF_003852095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/095/GCA_003852095.1_ASM385209v1,na,na,na,haploid,archaea,2659140,2659140,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/22/18,2974,2608,50,30425171,74,84.04
GCA_003852115.1,PRJNA352873,SAMN06006254,na,na,2287,2287,Saccharolobus solfataricus,strain=SUL120,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385211v1,University of Nebraska-Lincoln,GCF_003852115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/115/GCA_003852115.1_ASM385211v1,na,na,na,haploid,archaea,2707507,2707507,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/22/18,2987,2607,49,30425171,74,83.64
GCA_003852215.1,PRJNA347852,SAMN05896745,na,na,2287,2287,Saccharolobus solfataricus,strain=SARC-I,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385221v1,University of Nebraska-Lincoln,GCF_003852215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/215/GCA_003852215.1_ASM385221v1,na,na,na,haploid,archaea,2668974,2668974,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/22/18,2986,2620,50,30425171,74,84.09
GCA_003852135.1,PRJNA347847,SAMN05896255,na,na,2287,2287,Saccharolobus solfataricus,strain=SULG,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385213v1,University of Nebraska-Lincoln,GCF_003852135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/135/GCA_003852135.1_ASM385213v1,na,na,na,haploid,archaea,2668974,2668974,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/24/18,2986,2620,50,30425171,74,84.09
GCA_003852155.1,PRJNA347854,SAMN05896746,na,representative genome,2287,2287,Saccharolobus solfataricus,strain=SULM,na,latest,Complete Genome,Major,Full,29/11/2018,ASM385215v1,University of Nebraska-Lincoln,GCF_003852155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/155/GCA_003852155.1_ASM385215v1,na,na,na,haploid,archaea,2658139,2658139,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/24/18,2972,2608,50,30425171,74,84.05
GCA_015654385.1,PRJNA616127,SAMN14482681,na,na,2287,2287,Saccharolobus solfataricus,strain=POZ149,na,latest,Complete Genome,Major,Full,23/11/2020,ASM1565438v1,Institut Pasteur,GCF_015654385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/654/385/GCA_015654385.1_ASM1565438v1,na,na,na,haploid,archaea,3024820,3024820,35.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/03/2020,3287,2772,52,32647180,74,83.44
GCA_000007005.1,PRJNA108,SAMN02603227,na,na,273057,2287,Saccharolobus solfataricus P2,strain=P2,na,latest,Complete Genome,Major,Full,25/11/2002,ASM700v1,European/Canadian Consortium,GCF_000007005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/005/GCA_000007005.1_ASM700v1,na,na,na,haploid,archaea,2992245,2992245,35.5,1,1,1,European/Canadian Consortium,Annotation submitted by European/Canadian Consortium,08/22/17,3050,2994,56,na,74,83.68
GCA_000011205.1,PRJNA246,SAMD00061096,na,representative genome,273063,111955,Sulfurisphaera tokodaii str. 7,strain=7,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1120v1,NITE,GCF_000011205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/205/GCA_000011205.1_ASM1120v1,na,assembly from type material,na,haploid,archaea,2694756,2694756,32.5,1,1,1,NITE,Annotation submitted by NITE,10/07/2016,2865,2816,49,11572479,75,84.05
GCA_009729055.1,PRJNA488459,SAMN09933092,na,representative genome,69656,69656,Sulfurisphaera ohwakuensis,strain=TA-1,na,latest,Complete Genome,Major,Full,04/12/2019,ASM972905v1,North Carolina State University,GCF_009729055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/729/055/GCA_009729055.1_ASM972905v1,na,assembly from type material,na,haploid,archaea,2803915,2803915,32.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/22/19,3016,2771,51,na,75,82.89
GCA_001433455.1,PRJNA274261,SAMN03324231,na,na,55802,55802,Thermococcus barophilus,strain=CH5,na,latest,Complete Genome,Major,Full,05/11/2015,ASM143345v1,Ecole Normale Superieure de Lyon,GCF_001433455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/455/GCA_001433455.1_ASM143345v1,na,na,na,haploid,archaea,2388527,2388527,41.5,1,1,1,Ecole Normale Superieure de Lyon,Annotation submitted by Ecole Normale Superieure de Lyon,03/22/16,2686,2634,50,26769929,85,89
GCA_000151105.2,PRJNA19379,SAMN02603625,na,representative genome,391623,55802,Thermococcus barophilus MP,strain=MP,na,latest,Complete Genome,Major,Full,17/12/2010,ASM15110v2,Moore Foundation,GCF_000151105.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/105/GCA_000151105.2_ASM15110v2,na,assembly from type material,na,haploid,archaea,2064237,2064237,41.5,2,2,2,Moore Foundation,Annotation submitted by Moore Foundation,07/25/16,2315,2265,50,21217005,85,90.24
GCA_002214465.1,PRJNA274230,SAMN03324153,na,representative genome,54077,54077,Thermococcus barossii,strain=SHCK-94,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221446v1,Ecole Normale Superieure de Lyon,GCF_002214465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/465/GCA_002214465.1_ASM221446v1,na,assembly from type material,na,haploid,archaea,1922421,1922421,54.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2067,1997,52,na,80,95.07
GCA_002214365.1,PRJNA274230,SAMN03324154,na,representative genome,1293037,2264,Thermococcus celer Vu 13 = JCM 8558,strain=Vu 13,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221436v1,Ecole Normale Superieure de Lyon,GCF_002214365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/365/GCA_002214365.1_ASM221436v1,na,assembly from type material,na,haploid,archaea,1866819,1866819,56,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,03/23/16,2007,1905,52,na,87,96.68
GCA_900012635.1,PRJEB12305,SAMEA3721282,na,representative genome,54262,54262,Thermococcus chitonophagus,na,1,latest,Complete Genome,Major,Full,15/04/2016,Pyrococcus chitonophagus genome sequence,University of Athens,GCF_900012635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/012/635/GCA_900012635.1_Pyrococcus_chitonophagus_genome_sequence,na,na,na,haploid,archaea,1969648,1969648,44.5,1,1,1,University of Athens,Annotation submitted by University of Athens,04/15/16,2205,2113,52,na,85,98.33
GCA_002214605.1,PRJNA274230,SAMN03324156,na,na,54262,54262,Thermococcus chitonophagus,strain=GC74,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221460v1,Ecole Normale Superieure de Lyon,GCF_002214605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/605/GCA_002214605.1_ASM221460v1,na,assembly from type material,na,haploid,archaea,1961979,1961979,44.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/11/2016,2165,2061,54,na,85,98.84
GCA_000265525.1,PRJNA167371,SAMN02603492,na,representative genome,163003,163003,Thermococcus cleftensis,strain=CL1,na,latest,Complete Genome,Major,Full,11/06/2012,ASM26552v1,Kyung Hee University,GCF_000265525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/525/GCA_000265525.1_ASM26552v1,na,assembly from type material,na,haploid,archaea,1950313,1950313,55.5,1,1,1,Kyung Hee University,Annotation submitted by Kyung Hee University,10/19/15,2090,2017,50,22887670,80,97.11
GCA_000022365.1,PRJNA33671,SAMN02603333,na,representative genome,593117,187878,Thermococcus gammatolerans EJ3,strain=EJ3; DSM 15229,na,latest,Complete Genome,Major,Full,12/06/2009,ASM2236v1,"IGM/ Universit Paris-Sud, France",GCF_000022365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/365/GCA_000022365.1_ASM2236v1,na,assembly from type material,na,haploid,archaea,2045438,2045438,53.5,1,1,1,"IGM/ Universit Paris-Sud, France","Annotation submitted by IGM/ Universit Paris-Sud, France",06/25/15,2211,2157,54,19558674,88,94.51
GCA_002214385.1,PRJNA274230,SAMN03324159,na,representative genome,71997,71997,Thermococcus gorgonarius,strain=W-12,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221438v1,Ecole Normale Superieure de Lyon,GCF_002214385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/385/GCA_002214385.1_ASM221438v1,na,assembly from type material,na,haploid,archaea,1674122,1674122,51.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,03/22/16,1865,1781,52,na,85,93.44
GCA_000816105.1,PRJNA230529,SAMN02429659,na,representative genome,1432656,110164,Thermococcus guaymasensis DSM 11113,strain=DSM 11113,na,latest,Complete Genome,Major,Full,07/01/2015,ASM81610v1,University of Waterloo,GCF_000816105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/105/GCA_000816105.1_ASM81610v1,na,assembly from type material,na,haploid,archaea,1920914,1920914,52.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,01/17/14,2170,2092,51,na,88,93.26
GCA_000009965.1,PRJNA13213,SAMD00061071,na,representative genome,69014,311400,Thermococcus kodakarensis KOD1,strain=KOD1,na,latest,Complete Genome,Major,Full,05/01/2005,ASM996v1,"Kyoto University, Japan",GCF_000009965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/965/GCA_000009965.1_ASM996v1,na,assembly from type material,na,haploid,archaea,2088737,2088737,51.5,1,1,1,"Kyoto University, Japan","Annotation submitted by Kyoto University, Japan",09/29/18,2306,2306,0,15710748,60,91.48
GCA_028471865.1,PRJNA928457,SAMN32933864,na,na,311400,311400,Thermococcus kodakarensis,strain=TS901,na,latest,Complete Genome,Major,Full,06/02/2023,ASM2847186v1,Colorado State University,GCF_028471865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/471/865/GCA_028471865.1_ASM2847186v1,na,na,na,haploid,archaea,2078475,2078475,51.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/31/23,2351,2282,53,na,60,91.77
GCA_028471785.1,PRJNA928455,SAMN32933801,na,na,311400,311400,Thermococcus kodakarensis,strain=TS900,na,latest,Complete Genome,Major,Full,06/02/2023,ASM2847178v1,Colorado State University,GCF_028471785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/471/785/GCA_028471785.1_ASM2847178v1,na,na,na,haploid,archaea,2085702,2085702,51.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/31/23,2355,2286,53,na,60,91.9
GCA_000246985.3,PRJNA81925,SAMN02603679,na,representative genome,523849,2265,Thermococcus litoralis DSM 5473,strain=DSM 5473,na,latest,Complete Genome,Major,Full,13/08/2013,ASM24698v3,"New England Biolabs, Inc.",GCF_000246985.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/985/GCA_000246985.3_ASM24698v3,na,assembly from type material,na,haploid,archaea,2215172,2215172,43,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,08/09/2013,2575,2516,49,22493191,85,90.31
GCA_002214485.1,PRJNA274230,SAMN03324161,na,representative genome,71998,71998,Thermococcus pacificus,strain=P-4,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221448v1,Ecole Normale Superieure de Lyon,GCF_002214485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/485/GCA_002214485.1_ASM221448v1,na,assembly from type material,na,haploid,archaea,1785673,1785673,54,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,1965,1872,52,na,85,92.39
GCA_000517445.1,PRJNA230233,SAMN03081513,na,representative genome,582419,582419,Thermococcus paralvinellae,strain=ES1,na,latest,Complete Genome,Major,Full,10/01/2014,ASM51744v1,Kyung Hee University,GCF_000517445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/445/GCA_000517445.1_ASM51744v1,na,assembly from type material,na,haploid,archaea,1957742,1957742,40,1,1,1,Kyung Hee University,Annotation submitted by Kyung Hee University,09/19/17,2090,2016,50,25082851,80,89.66
GCA_001592435.1,PRJNA274230,SAMN03324162,na,representative genome,53952,53952,Thermococcus peptonophilus,strain=OG-1,na,latest,Complete Genome,Major,Full,15/03/2016,ASM159243v1,Ecole Normale Superieure de Lyon,GCF_001592435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/435/GCA_001592435.1_ASM159243v1,na,assembly from type material,na,haploid,archaea,1896106,1896106,51.5,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,03/11/2016,2067,1967,52,na,85,91.97
