assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_000196655.1,PRJNA37945,SAMN00015125,na,representative genome,644295,2322,Methanohalobium evestigatum Z-7303,strain=Z-7303,na,latest,Complete Genome,Major,Full,15/06/2010,ASM19665v1,US DOE Joint Genome Institute,GCF_000196655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/655/GCA_000196655.1_ASM19665v1,na,assembly from type material,na,haploid,archaea,2406232,2406232,36,2,2,2,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,07/20/15,2437,2254,59,na,50,37.72,0.08446,0.06912,0.03935,0.0085,0.03815,0.07357,0.08464,0.05656,0.05925,0.06478,0.0114,0.02799,0.06723,0.0183,0.07253,0.02526,0.03864,0.03598,0.06936,0.05492,0,0,1.00E-05,0,0,0,0
GCA_001889405.1,PRJNA342410,SAMN05756399,na,representative genome,2177,2177,Methanohalophilus halophilus,strain=Z-7982,na,latest,Complete Genome,Major,Full,06/12/2016,ASM188940v1,UBO,GCF_001889405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/405/GCA_001889405.1_ASM188940v1,na,assembly from type material,na,haploid,archaea,2022959,2022959,42,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,11/01/2016,2050,1981,54,na,30,42.78,0.08053,0.07123,0.03432,0.00852,0.04385,0.07656,0.08817,0.07086,0.04504,0.06219,0.01273,0.02772,0.07368,0.01929,0.0614,0.02905,0.03819,0.03906,0.06461,0.053,0,0,0,0,0,0,0
GCA_000025865.1,PRJNA30711,SAMN02598474,na,representative genome,547558,2176,Methanohalophilus mahii DSM 5219,strain=DSM 5219,na,latest,Complete Genome,Major,Full,31/03/2010,ASM2586v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/865/GCA_000025865.1_ASM2586v1,na,assembly from type material,na,haploid,archaea,2012424,2012424,42.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),06/25/15,2095,1987,63,na,37,42.91,0.08012,0.07197,0.03422,0.00845,0.04434,0.0766,0.08762,0.07124,0.04461,0.06222,0.01304,0.02757,0.07385,0.01942,0.06112,0.02929,0.03783,0.03888,0.06456,0.05306,0,0,0,0,0,0,0
GCA_000147875.1,PRJNA40773,SAMN00017400,na,representative genome,679926,54120,Methanolacinia petrolearia DSM 11571,strain=DSM 11571,na,latest,Complete Genome,Major,Full,17/09/2010,ASM14787v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000147875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/875/GCA_000147875.1_ASM14787v1,na,assembly from type material,na,haploid,archaea,2843290,2843290,47,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),09/14/21,2881,2785,57,21304750,37,45.93,0.08424,0.07004,0.03611,0.0095,0.04526,0.07471,0.08668,0.07239,0.04083,0.05982,0.01354,0.02152,0.07899,0.01551,0.05729,0.02714,0.04256,0.04123,0.06946,0.05318,0,0,0,0,0,0,0
GCA_013388255.1,PRJNA641069,SAMN15340093,na,representative genome,536044,536044,Methanolobus zinderi,strain=DSM 21339,na,latest,Complete Genome,Major,Full,04/07/2020,ASM1338825v1,National Chung Hsing University,GCF_013388255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/388/255/GCA_013388255.1_ASM1338825v1,na,assembly from type material,na,haploid,archaea,2704953,2704953,44,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),06/25/20,2691,2607,59,na,37,47.86,0.07897,0.07275,0.03369,0.00852,0.04577,0.07936,0.08955,0.06941,0.04233,0.06419,0.01144,0.02527,0.07145,0.01826,0.06023,0.02934,0.04033,0.03766,0.06884,0.05265,0,0,0,0,0,0,0
GCA_000328665.1,PRJNA50749,SAMN02261367,na,representative genome,867904,101192,Methanomethylovorans hollandica DSM 15978,strain=DSM 15978,na,latest,Complete Genome,Major,Full,28/12/2012,ASM32866v1,JGI,GCF_000328665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1,na,assembly from type material,na,haploid,archaea,2714013,2714013,41.5,2,2,2,JGI,Annotation submitted by JGI,06/25/15,2726,2556,61,na,37,42.79,0.08212,0.07155,0.03505,0.00922,0.04426,0.07028,0.09072,0.0714,0.04365,0.05726,0.01249,0.02905,0.06988,0.01988,0.06365,0.02987,0.03949,0.03812,0.06654,0.05552,0,0,1.00E-05,0,0,0,0
GCA_029633915.1,PRJNA798152,SAMN25047802,na,na,487686,487686,Methanomicrobium antiquum,strain=DSM 21220,na,latest,Complete Genome,Major,Full,10/04/2023,ASM2963391v1,National Chung Hsing University,GCF_029633915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/633/915/GCA_029633915.1_ASM2963391v1,na,assembly from type material,na,haploid,archaea,2438126,2438126,37.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/18/22,2373,2296,64,na,35,42.22,0.08819,0.06573,0.03576,0.0086,0.04102,0.0744,0.08888,0.06648,0.04544,0.05907,0.01413,0.02217,0.07067,0.01584,0.07287,0.02534,0.04488,0.03817,0.07176,0.05059,0,0,0,0,0,0,0
GCA_024662215.1,PRJNA801442,SAMN25349865,na,representative genome,33865,33865,Methanoplanus endosymbiosus,strain=DSM 3599,na,latest,Complete Genome,Major,Full,15/08/2022,ASM2466221v1,National Chung Hsing University,GCF_024662215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/662/215/GCA_024662215.1_ASM2466221v1,na,assembly from type material,na,haploid,archaea,3163021,3163021,42,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/21/22,2924,2822,77,na,30,42.27,0.08391,0.06523,0.03711,0.00914,0.04653,0.07611,0.0846,0.06812,0.04641,0.06234,0.01321,0.02192,0.07523,0.01645,0.06348,0.025,0.04125,0.03934,0.0715,0.05312,0,0,0,0,0,0,0
GCA_000007185.1,PRJNA294,SAMN02603235,na,representative genome,190192,2320,Methanopyrus kandleri AV19,strain=AV19,na,latest,Complete Genome,Major,Full,03/04/2002,ASM718v1,Fidelity Systems,GCF_000007185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/185/GCA_000007185.1_ASM718v1,na,assembly from type material,na,haploid,archaea,1694969,1694969,61,1,1,1,Fidelity Systems,Annotation submitted by Fidelity Systems,01/30/14,1729,1687,38,11930014,98,112.44,0.04827,0.10441,0.0282,0.01239,0.08346,0.09999,0.10082,0.08343,0.01916,0.05798,0.01319,0.01408,0.08053,0.01931,0.04023,0.01901,0.02874,0.05464,0.04622,0.04595,0,0,0,1.00E-05,0,0,0
GCA_000017625.1,PRJNA18505,SAMN02598409,na,representative genome,456442,358766,Methanoregula boonei 6A8,strain=6A8,na,latest,Complete Genome,Major,Full,26/07/2007,ASM1762v1,US DOE Joint Genome Institute,GCF_000017625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/625/GCA_000017625.1_ASM1762v1,na,assembly from type material,na,haploid,archaea,2542943,2542943,54.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,08/25/17,2513,2450,49,na,28,34.86,0.0719,0.07502,0.03006,0.00979,0.05541,0.06061,0.09193,0.09464,0.03334,0.05283,0.0136,0.0293,0.07979,0.01997,0.04743,0.02449,0.03917,0.04942,0.05957,0.06172,0,0,0,0,0,0,0
GCA_000327485.1,PRJNA63567,SAMN02232038,na,representative genome,593750,882104,Methanoregula formicica SMSP,strain=SMSP,na,latest,Complete Genome,Major,Full,21/12/2012,ASM32748v1,DOE Joint Genome Institute,GCF_000327485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/485/GCA_000327485.1_ASM32748v1,na,assembly from type material,na,haploid,archaea,2820858,2820858,55,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,08/31/17,2924,2816,54,25189582,30,37.97,0.07246,0.07468,0.03061,0.0105,0.05709,0.0618,0.0909,0.08927,0.03312,0.05458,0.01366,0.02857,0.07724,0.02017,0.05051,0.02587,0.03978,0.04873,0.05966,0.06078,0,0,0,0,0,0,0
GCA_000235565.1,PRJNA76151,SAMN02603883,na,representative genome,1110509,301375,Methanothrix harundinacea 6Ac,strain=6Ac,na,latest,Complete Genome,Major,Full,16/11/2011,ASM23556v1,"State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences",GCF_000235565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/565/GCA_000235565.1_ASM23556v1,na,na,na,haploid,archaea,2571034,2571034,60.5,2,2,2,"State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences","Annotation submitted by State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences",07/25/16,2414,2371,43,22590603,37,64.32,0.06071,0.07709,0.02889,0.01193,0.06968,0.08089,0.09698,0.09328,0.02719,0.05775,0.01092,0.02053,0.09098,0.01548,0.04131,0.02487,0.03605,0.04827,0.0617,0.04551,0,0,0,0,0,0,0
GCA_000217995.1,PRJNA40771,SAMN02232039,na,representative genome,679901,39669,Methanosalsum zhilinae DSM 4017,strain=DSM 4017,na,latest,Complete Genome,Major,Full,13/06/2011,ASM21799v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000217995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/995/GCA_000217995.1_ASM21799v1,na,assembly from type material,na,haploid,archaea,2138444,2138444,39,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),06/25/15,2086,1976,61,na,41,48.5,0.09019,0.06859,0.03484,0.00871,0.04734,0.07388,0.08574,0.06514,0.04591,0.06318,0.01239,0.02675,0.06947,0.02017,0.06212,0.02923,0.0384,0.03787,0.06925,0.05083,0,0,1.00E-05,0,0,0,0
GCA_000007345.1,PRJNA290,SAMN03081414,na,representative genome,188937,2214,Methanosarcina acetivorans C2A,strain=C2A,na,latest,Complete Genome,Major,Full,03/04/2002,ASM734v1,Broad Institute,GCF_000007345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1,na,assembly from type material,na,haploid,archaea,5751492,5751492,42.5,1,1,1,Broad Institute,Annotation submitted by Broad Institute,05/06/2022,4662,4540,10,11932238,37,47.42,0.07357,0.06821,0.03727,0.01056,0.04485,0.07973,0.09394,0.06879,0.04481,0.05336,0.01258,0.02547,0.07236,0.01673,0.06552,0.02455,0.04443,0.03993,0.06901,0.05433,0,0,0,0,1.00E-05,0,0
GCA_001027005.1,PRJNA49587,SAMN02866457,na,na,796385,2208,Methanosarcina barkeri CM1,strain=CM1,na,latest,Complete Genome,Major,Full,03/06/2015,ASM102700v1,PGgRc,GCF_001027005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/005/GCA_001027005.1_ASM102700v1,na,na,na,haploid,archaea,4501171,4501171,39,1,1,1,PGgRc,Annotation submitted by PGgRc,09/30/15,3655,3523,69,26413197,35,45.35,0.07774,0.06812,0.03582,0.00975,0.04281,0.07733,0.09434,0.06858,0.04733,0.05217,0.0127,0.02593,0.07,0.01674,0.07186,0.02435,0.04275,0.03916,0.06888,0.05362,0,0,1.00E-05,0,0,0,0
GCA_000970065.1,PRJNA230937,SAMN03074573,na,representative genome,1434106,2208,Methanosarcina barkeri 227,strain=227,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97006v1,University of Illinois at Urbana-Champaign,GCF_000970065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/065/GCA_000970065.1_ASM97006v1,na,na,na,haploid,archaea,4487566,4487566,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3537,3469,65,na,35,45.05,0.07724,0.06828,0.03552,0.00984,0.04278,0.07772,0.09422,0.06907,0.04715,0.05248,0.01243,0.02601,0.07074,0.01661,0.07136,0.02415,0.04239,0.03934,0.06889,0.05378,0,0,0,0,0,0,0
GCA_000970305.1,PRJNA230938,SAMN03074574,na,na,1434107,2208,Methanosarcina barkeri 3,strain=3,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97030v1,University of Illinois at Urbana-Champaign,GCF_000970305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/305/GCA_000970305.1_ASM97030v1,na,na,na,haploid,archaea,4560446,4560446,39,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3546,3475,69,na,35,45.22,0.07753,0.06902,0.03554,0.00976,0.04292,0.07717,0.09385,0.06872,0.04706,0.05176,0.01223,0.02578,0.07149,0.01631,0.0697,0.02405,0.04287,0.03939,0.06995,0.05489,0,0,1.00E-05,0,0,0,0
GCA_000970025.1,PRJNA230939,SAMN03074575,na,na,1434108,2208,Methanosarcina barkeri MS,strain=MS,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97002v1,University of Illinois at Urbana-Champaign,GCF_000970025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/025/GCA_000970025.1_ASM97002v1,na,assembly from type material,na,haploid,archaea,4574907,4574907,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3585,3518,64,na,35,45.03,0.07729,0.06841,0.03573,0.01,0.04301,0.0774,0.09374,0.06896,0.04728,0.0528,0.01247,0.026,0.07048,0.01679,0.07133,0.02409,0.04243,0.03925,0.06854,0.05398,0,0,1.00E-05,0,0,0,0
GCA_000969985.1,PRJNA230940,SAMN03074576,na,na,1434109,2208,Methanosarcina barkeri str. Wiesmoor,strain=Wiesmoor,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96998v1,University of Illinois at Urbana-Champaign,GCF_000969985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/985/GCA_000969985.1_ASM96998v1,na,na,na,haploid,archaea,4907186,4907186,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3815,3745,67,na,35,44.58,0.07739,0.06798,0.03639,0.01035,0.0423,0.07688,0.0938,0.06833,0.04813,0.05203,0.0123,0.02591,0.07054,0.01647,0.07073,0.02389,0.0429,0.03934,0.06969,0.05462,0,0,1.00E-05,0,0,0,0
GCA_001304615.2,PRJNA295508,SAMN04074913,na,representative genome,1715806,1715806,Methanosarcina flavescens,strain=E03.2,na,latest,Complete Genome,Major,Full,16/10/2018,ASM130461v2,BioPara,GCF_001304615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.2_ASM130461v2,na,assembly from type material,na,haploid,archaea,3283688,3283688,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/03/2018,2887,2677,60,26763977,45,54.28,0.07834,0.06838,0.03474,0.00915,0.04842,0.08041,0.09602,0.07244,0.04278,0.0516,0.01248,0.02537,0.07173,0.01664,0.06678,0.02419,0.04243,0.0409,0.06611,0.05109,0,0,0,0,0,0,0
GCA_000970285.1,PRJNA230942,SAMN03074578,na,representative genome,1434110,418008,Methanosarcina horonobensis HB-1 = JCM 15518,strain=HB-1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97028v1,University of Illinois at Urbana-Champaign,GCF_000970285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/285/GCA_000970285.1_ASM97028v1,na,assembly from type material,na,haploid,archaea,5018607,5018607,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4161,4095,64,na,37,50.44,0.07642,0.06838,0.03571,0.00996,0.04556,0.08008,0.09524,0.07021,0.04424,0.05228,0.01201,0.02575,0.07225,0.01647,0.06669,0.02473,0.04314,0.03917,0.06868,0.05303,0,0,0,0,0,0,0
GCA_000970265.1,PRJNA230943,SAMN03074579,na,representative genome,1434111,170861,Methanosarcina lacustris Z-7289,strain=Z-7289,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97026v1,University of Illinois at Urbana-Champaign,GCF_000970265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/265/GCA_000970265.1_ASM97026v1,na,na,na,haploid,archaea,4139808,4139808,41.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3287,3222,63,na,23,47.68,0.07541,0.0686,0.03479,0.00919,0.04571,0.07906,0.09565,0.07014,0.04392,0.05173,0.0128,0.02589,0.07196,0.01716,0.07169,0.02511,0.04357,0.03951,0.06626,0.05186,0,0,1.00E-05,0,0,0,0
GCA_000970145.1,PRJNA230951,SAMN03074587,na,na,1434118,38027,Methanosarcina siciliae C2J,strain=C2J,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97014v1,University of Illinois at Urbana-Champaign,GCF_000970145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/145/GCA_000970145.1_ASM97014v1,na,na,na,haploid,archaea,5427890,5427890,42.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4467,4401,65,na,37,47.04,0.07406,0.06879,0.03707,0.01041,0.04423,0.07989,0.09328,0.06937,0.04533,0.05445,0.0122,0.02508,0.07234,0.01647,0.0666,0.02412,0.0431,0.0398,0.0685,0.05491,0,0,1.00E-05,0,0,0,0
GCA_000970125.1,PRJNA230952,SAMN03074588,na,na,1434119,38027,Methanosarcina siciliae HI350,strain=HI350,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97012v1,University of Illinois at Urbana-Champaign,GCF_000970125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/125/GCA_000970125.1_ASM97012v1,na,na,na,haploid,archaea,4941115,4941115,43,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3965,3900,64,na,37,47.71,0.07356,0.06983,0.03646,0.01015,0.04382,0.08066,0.09395,0.07083,0.04486,0.05424,0.01202,0.02444,0.07413,0.01591,0.06458,0.02432,0.04285,0.04023,0.06832,0.05484,0,0,0,0,0,0,0
GCA_000970085.1,PRJNA230953,SAMN03074589,na,representative genome,1434120,38027,Methanosarcina siciliae T4/M,strain=T4/M,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97008v1,University of Illinois at Urbana-Champaign,GCF_000970085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/085/GCA_000970085.1_ASM97008v1,na,assembly from type material,na,haploid,archaea,5017558,5017558,42.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4036,3971,64,na,37,47.74,0.07369,0.06981,0.03658,0.01008,0.04386,0.08042,0.09403,0.0705,0.04492,0.05403,0.01204,0.02438,0.07392,0.01596,0.06499,0.02426,0.0429,0.04029,0.06843,0.05489,0,0,1.00E-05,0,0,0,0
GCA_003584605.1,PRJDB5067,SAMD00060421,na,na,2210,2210,Methanosarcina thermophila,strain=MT-1,na,latest,Complete Genome,Major,Full,07/12/2016,ASM358460v1,Tokyo University of Pharmacy and Life Sciences,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/605/GCA_003584605.1_ASM358460v1,RefSeq annotation failed; derived from environmental source; incomplete metagenome-assembled genome,na,na,haploid,archaea,3194059,3194059,41,1,1,1,Tokyo University of Pharmacy and Life Sciences,Annotation submitted by Tokyo University of Pharmacy and Life Sciences,12/07/2016,2836,2772,64,na,51,53.71,0.07867,0.06845,0.03442,0.00907,0.04773,0.08184,0.09466,0.07375,0.04281,0.05181,0.01239,0.02508,0.07214,0.01647,0.06775,0.02449,0.04137,0.04116,0.06498,0.05094,0,0,0,0,0,0,0
GCA_000969885.1,PRJNA230961,SAMN03074597,na,representative genome,523844,2210,Methanosarcina thermophila TM-1,strain=TM-1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96988v1,University of Illinois at Urbana-Champaign,GCF_000969885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/885/GCA_000969885.1_ASM96988v1,na,assembly from type material,na,haploid,archaea,3127379,3127379,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,2627,2560,64,na,51,54.29,0.07881,0.06871,0.03416,0.00894,0.048,0.08156,0.09528,0.07411,0.04214,0.05128,0.01248,0.02474,0.07228,0.01644,0.06769,0.02428,0.04182,0.04132,0.06523,0.0507,0,0,1.00E-05,0,0,0,0
GCA_000969925.1,PRJNA230959,SAMN03074595,na,na,1434121,2210,Methanosarcina thermophila CHTI-55,strain=CHTI-55,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96992v1,University of Illinois at Urbana-Champaign,GCF_000969925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/925/GCA_000969925.1_ASM96992v1,na,na,na,haploid,archaea,3130228,3130228,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,2612,2545,64,na,51,54.07,0.07865,0.06874,0.03422,0.00902,0.04785,0.08146,0.09529,0.07404,0.04228,0.0515,0.01239,0.02474,0.07257,0.01642,0.06694,0.02424,0.04187,0.04143,0.06562,0.05072,0,0,1.00E-05,0,0,0,0
GCA_000969905.1,PRJNA230962,SAMN03074598,na,representative genome,1434123,2215,Methanosarcina vacuolata Z-761,strain=Z-761,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96990v1,University of Illinois at Urbana-Champaign,GCF_000969905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/905/GCA_000969905.1_ASM96990v1,na,assembly from type material,na,haploid,archaea,4563885,4563885,39.5,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3576,3508,65,na,37,45.81,0.07687,0.06798,0.03565,0.00992,0.04304,0.07864,0.09433,0.06906,0.04733,0.05236,0.0124,0.02612,0.07026,0.01658,0.07125,0.02423,0.04257,0.03966,0.06838,0.05339,0,0,1.00E-05,0,0,0,0
GCA_000012545.1,PRJNA15579,SAMN02604180,na,na,339860,2317,Methanosphaera stadtmanae DSM 3091,strain=DSM 3091,na,latest,Complete Genome,Major,Full,05/01/2006,ASM1254v1,University of Goettingen,GCF_000012545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/545/GCA_000012545.1_ASM1254v1,na,assembly from type material,na,haploid,archaea,1767403,1767403,27.5,1,1,1,University of Goettingen,Annotation submitted by University of Goettingen,01/31/14,1588,1534,52,16385054,37,36.82,0.1031,0.06304,0.0433,0.00552,0.03023,0.06796,0.08367,0.05171,0.07509,0.06082,0.01174,0.02585,0.05931,0.01694,0.0816,0.02276,0.03566,0.03167,0.06264,0.06739,0,0,0,0,0,0,0
GCA_000021965.1,PRJNA29381,SAMN00001866,na,representative genome,521011,475088,Methanosphaerula palustris E1-9c,strain=E1-9c,na,latest,Complete Genome,Major,Full,05/01/2009,ASM2196v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000021965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/965/GCA_000021965.1_ASM2196v1,na,assembly from type material,na,haploid,archaea,2922917,2922917,55,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),08/25/17,2866,2655,70,26543115,28,38.66,0.07001,0.07757,0.02987,0.01044,0.05564,0.06077,0.09449,0.08528,0.0345,0.0557,0.01258,0.03394,0.0815,0.02023,0.03852,0.02534,0.03731,0.04764,0.06077,0.0679,0,0,0,0,0,0,0
GCA_019263745.1,PRJNA739174,SAMN19775401,na,na,2203,2203,Methanospirillum hungatei,strain=GP1,na,latest,Complete Genome,Major,Full,16/07/2021,ASM1926374v1,University of Minnesota,GCF_019263745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/263/745/GCA_019263745.1_ASM1926374v1,na,na,na,haploid,archaea,3393136,3393136,42,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),06/21/21,3266,3139,70,na,37,45.02,0.08828,0.06634,0.03398,0.01035,0.04798,0.06706,0.09159,0.06692,0.03878,0.05731,0.01344,0.03193,0.07335,0.0218,0.05197,0.02615,0.0407,0.04556,0.06881,0.05771,0,0,0,0,0,0,0
GCA_000013445.1,PRJNA13015,SAMN02598287,na,representative genome,323259,2203,Methanospirillum hungatei JF-1,strain=JF-1,na,latest,Complete Genome,Major,Full,17/02/2006,ASM1344v1,DOE Joint Genome Institute,GCF_000013445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/445/GCA_000013445.1_ASM1344v1,na,assembly from type material,na,haploid,archaea,3544738,3544738,45,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,05/31/16,3304,3139,66,26744606,37,46.5,0.0854,0.06541,0.03446,0.01056,0.05191,0.06772,0.09168,0.06975,0.03612,0.05764,0.01376,0.03192,0.07328,0.02209,0.05042,0.02636,0.03993,0.04672,0.06707,0.0578,0,0,0,0,0,0,0
GCA_000145295.1,PRJNA40103,SAMN02603260,na,representative genome,79929,145263,Methanothermobacter marburgensis str. Marburg,strain=Marburg,na,latest,Complete Genome,Major,Full,11/08/2010,ASM14529v1,Georg-August-University Goettingen,GCF_000145295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/295/GCA_000145295.1_ASM14529v1,na,assembly from type material,na,haploid,archaea,1639135,1639135,48.5,2,2,2,Georg-August-University Goettingen,Annotation submitted by Georg-August-University Goettingen,06/25/15,1806,1757,49,20802048,60,74.96,0.07767,0.07754,0.03179,0.00785,0.06634,0.08268,0.09366,0.07365,0.03316,0.05896,0.01215,0.01854,0.07894,0.01854,0.0487,0.02965,0.03694,0.04264,0.0612,0.0494,0,0,0,0,0,0,0
