assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_002082745.1,PRJNA380857,SAMN06650242,,na,470,470,Acinetobacter baumannii,strain=SSA6,,latest,Complete Genome,Major,Full,10/04/2017,ASM208274v1,Yonsei University College of medicine,GCF_002082745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/745/GCA_002082745.1_ASM208274v1,,,na,33,28.4,0.06862,0.06723,0.03255,0.01281,0.04284,0.05942,0.10437,0.08606,0.04458,0.05048,0.00959,0.05209,0.06637,0.02362,0.0571,0.024,0.04315,0.04059,0.06071,0.05382,0,0,0,0,0,0,0
GCA_002082845.1,PRJNA380857,SAMN06650262,,na,470,470,Acinetobacter baumannii,strain=SAA14,,latest,Complete Genome,Major,Full,10/04/2017,ASM208284v1,Yonsei University College of medicine,GCF_002082845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/845/GCA_002082845.1_ASM208284v1,,,na,33,27.33,0.06844,0.06743,0.03255,0.01274,0.04252,0.05942,0.10362,0.08643,0.04492,0.05075,0.00946,0.052,0.06662,0.02333,0.05749,0.02395,0.04289,0.04038,0.06078,0.05429,0,0,0,0,0,0,0
GCA_002082865.1,PRJNA380857,SAMN06650263,,na,470,470,Acinetobacter baumannii,strain=SSA12,,latest,Complete Genome,Major,Full,10/04/2017,ASM208286v1,Yonsei University College of medicine,GCF_002082865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/865/GCA_002082865.1_ASM208286v1,,,na,33,27.32,0.06852,0.06722,0.03271,0.01267,0.04244,0.05968,0.10343,0.08578,0.04537,0.05091,0.00952,0.05182,0.06616,0.02324,0.05803,0.02396,0.04295,0.04022,0.06111,0.05424,0,0,0,0,0,0,0
GCA_002762115.1,PRJNA416164,SAMN07943353,,na,470,470,Acinetobacter baumannii,strain=Ab4568,,latest,Complete Genome,Major,Full,08/11/2017,ASM276211v1,State Key Laboratory of Pathogen and Biosecurity,GCF_002762115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/762/115/GCA_002762115.1_ASM276211v1,,,na,33,27.36,0.06851,0.06718,0.03261,0.01279,0.04274,0.05939,0.10351,0.08626,0.04517,0.05083,0.00958,0.05178,0.06663,0.02321,0.05765,0.02384,0.04299,0.0402,0.0608,0.05433,0,0,0,0,0,0,0
GCA_002762155.1,PRJNA416164,SAMN07943354,,na,470,470,Acinetobacter baumannii,strain=Ab4653,,latest,Complete Genome,Major,Full,08/11/2017,ASM276215v1,State Key Laboratory of Pathogen and Biosecurity,GCF_002762155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/762/155/GCA_002762155.1_ASM276215v1,,,na,33,28.37,0.06859,0.06729,0.03265,0.01282,0.04287,0.05925,0.10434,0.08626,0.04453,0.05049,0.00957,0.05194,0.06668,0.02346,0.05703,0.02407,0.0432,0.04037,0.06068,0.05391,0,0,0,0,0,0,0
GCA_002947415.1,PRJNA292904,SAMN04014897,,na,470,470,Acinetobacter baumannii,strain=AR_0056,,latest,Complete Genome,Major,Full,18/02/2018,ASM294741v1,Centers for Disease Control and Prevention,GCF_002947415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/947/415/GCA_002947415.1_ASM294741v1,,,na,33,27.68,0.06843,0.06696,0.03249,0.01289,0.0434,0.05967,0.10322,0.08566,0.04519,0.051,0.00979,0.05158,0.06611,0.02314,0.05836,0.02405,0.04287,0.0401,0.06077,0.05432,0,0,0,0,0,0,0
GCA_002947845.1,PRJNA292904,SAMN04014904,,na,470,470,Acinetobacter baumannii,strain=AR_0063,,latest,Complete Genome,Major,Full,18/02/2018,ASM294784v1,Centers for Disease Control and Prevention,GCF_002947845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/947/845/GCA_002947845.1_ASM294784v1,,,na,33,27.45,0.06862,0.06688,0.03258,0.01258,0.0434,0.05959,0.10317,0.08492,0.0457,0.05109,0.00953,0.05142,0.06645,0.02329,0.05875,0.02387,0.04288,0.04002,0.06088,0.05439,0,0,0,0,0,0,0
GCA_002996805.1,PRJNA292904,SAMN04014924,,na,470,470,Acinetobacter baumannii,strain=AR_0083,,latest,Complete Genome,Major,Full,14/03/2018,ASM299680v1,Centers for Disease Control and Prevention,GCF_002996805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/996/805/GCA_002996805.1_ASM299680v1,,,na,33,28.3,0.06815,0.0672,0.03261,0.01293,0.04355,0.05949,0.1038,0.08573,0.04478,0.05107,0.00972,0.05172,0.06609,0.02338,0.05734,0.02403,0.04317,0.04048,0.06059,0.05416,0,0,0,0,0,0,0
GCA_003522885.1,PRJNA311558,SAMN07520231,,na,470,470,Acinetobacter baumannii,strain=5845,,latest,Complete Genome,Major,Full,10/09/2018,ASM352288v1,"Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)",GCF_003522885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/522/885/GCA_003522885.1_ASM352288v1,,,na,33,28.27,0.06874,0.06712,0.03259,0.01285,0.0428,0.05946,0.10414,0.08585,0.04491,0.05062,0.00961,0.05183,0.06644,0.02336,0.05762,0.02395,0.0432,0.04027,0.06081,0.05384,0,0,0,0,0,0,0
GCA_003627485.2,PRJNA494506,SAMN10170272,,na,470,470,Acinetobacter baumannii,strain=VB31459,,latest,Complete Genome,Major,Full,20/02/2019,ASM362748v2,Christian Medical College,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/485/GCA_003627485.2_ASM362748v2,many frameshifted proteins,,na,33,28.09,0.06818,0.06768,0.03221,0.01274,0.04298,0.0598,0.10392,0.08673,0.04438,0.05073,0.00959,0.05202,0.06679,0.02348,0.05709,0.02422,0.04265,0.04058,0.06055,0.0537,0,0,0,0,0,0,0
GCA_003812065.1,PRJNA231221,SAMN10163233,,na,470,470,Acinetobacter baumannii,strain=FDAARGOS_540,,latest,Complete Genome,Major,Full,21/11/2018,ASM381206v1,US Food and Drug Administration,GCF_003812065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/065/GCA_003812065.1_ASM381206v1,,,na,33,28.81,0.06846,0.0666,0.03292,0.0132,0.04416,0.05944,0.10348,0.08468,0.04449,0.0514,0.00973,0.05242,0.06531,0.02403,0.05838,0.02403,0.04255,0.04025,0.06014,0.05434,0,0,0,0,0,0,0
GCA_003948535.2,PRJNA497581,SAMN10261584,,na,470,470,Acinetobacter baumannii,strain=TG22627,,latest,Complete Genome,Major,Full,30/04/2019,ASM394853v2,Northern Arizona University,GCF_003948535.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/948/535/GCA_003948535.2_ASM394853v2,,,na,33,27.87,0.06863,0.06728,0.03254,0.01276,0.04264,0.05926,0.10414,0.08625,0.04476,0.05059,0.00954,0.05206,0.06651,0.02344,0.0572,0.02401,0.04309,0.04035,0.06081,0.05412,0,0,0,0,0,0,0
GCA_005280695.1,PRJNA541078,SAMN11571816,,na,470,470,Acinetobacter baumannii,strain=VB33071,,latest,Complete Genome,Major,Full,12/05/2019,ASM528069v1,Christian Medical College,GCF_005280695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/280/695/GCA_005280695.1_ASM528069v1,,,na,33,28.48,0.0688,0.06726,0.03263,0.01288,0.04276,0.05949,0.10409,0.08568,0.04496,0.05055,0.00977,0.05182,0.06598,0.02348,0.05757,0.02404,0.04321,0.04037,0.0607,0.05397,0,0,0,0,0,0,0
GCA_008244865.1,PRJNA390934,SAMN07258648,,na,470,470,Acinetobacter baumannii,strain=11A1213CRGN064,,latest,Complete Genome,Major,Full,03/09/2019,ASM824486v1,Public Health Agency of Canada,GCF_008244865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/244/865/GCA_008244865.1_ASM824486v1,,,na,33,28.68,0.06895,0.06717,0.03246,0.01286,0.04298,0.05933,0.10439,0.08596,0.04475,0.05044,0.00966,0.0519,0.0665,0.02348,0.05738,0.02401,0.04331,0.0402,0.06055,0.05374,0,0,0,0,0,0,0
GCA_008807055.1,PRJNA493508,SAMN10135127,,na,470,470,Acinetobacter baumannii,strain=C25,,latest,Complete Genome,Major,Full,03/10/2019,ASM880705v1,Zhejiang university school of medicine,GCF_008807055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/055/GCA_008807055.1_ASM880705v1,,,na,33,28.29,0.06889,0.06726,0.03256,0.01286,0.04275,0.05928,0.1041,0.08578,0.04509,0.05053,0.00967,0.05188,0.06626,0.02341,0.05773,0.02402,0.04316,0.04022,0.06068,0.05387,0,0,0,0,0,0,0
GCA_009740145.1,PRJNA593376,SAMN13476302,,na,470,470,Acinetobacter baumannii,strain=XL380,,latest,Complete Genome,Major,Full,11/12/2019,ASM974014v1,Nanjing Agricultural University,GCF_009740145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/145/GCA_009740145.1_ASM974014v1,,,na,33,27.68,0.06851,0.06743,0.03246,0.01277,0.04255,0.05932,0.10402,0.08662,0.04446,0.05054,0.00958,0.05177,0.06694,0.02348,0.05682,0.02435,0.043,0.04049,0.06064,0.05423,0,0,0,0,0,0,0
GCA_009833005.1,PRJNA575861,SAMN12912378,,na,470,470,Acinetobacter baumannii,strain=AbCAN2,,latest,Complete Genome,Major,Full,07/01/2020,ASM983300v1,Washington University School of Medicine,GCF_009833005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/833/005/GCA_009833005.1_ASM983300v1,,,na,33,27.96,0.06835,0.06804,0.03241,0.01267,0.04244,0.05931,0.10414,0.08672,0.04431,0.05069,0.00957,0.05204,0.06715,0.02351,0.05619,0.02419,0.04297,0.04074,0.06031,0.05423,0,0,0,0,0,0,0
GCA_012272775.1,PRJNA612123,SAMN14308853,,na,470,470,Acinetobacter baumannii,strain=DT-Ab007,,latest,Complete Genome,Major,Full,11/04/2020,ASM1227277v1,"Beijing Ditan Hospital, Capital Medical University",GCF_012272775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/272/775/GCA_012272775.1_ASM1227277v1,,,na,33,27.61,0.06872,0.06702,0.03256,0.01292,0.04293,0.05922,0.10362,0.08591,0.04508,0.05062,0.00964,0.05218,0.06633,0.02329,0.05783,0.02399,0.04291,0.04017,0.06081,0.05424,0,0,0,0,0,0,0
GCA_012934965.1,PRJNA613587,SAMN14410107,,na,470,470,Acinetobacter baumannii,strain=VB11737,,latest,Complete Genome,Major,Full,30/04/2020,ASM1293496v1,Christian Medical College,GCF_012934965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/965/GCA_012934965.1_ASM1293496v1,,,na,33,27.97,0.06894,0.06707,0.03261,0.01274,0.04265,0.05957,0.10379,0.08544,0.04548,0.0507,0.00965,0.05171,0.06599,0.02326,0.05808,0.02397,0.04313,0.04009,0.06108,0.05405,0,0,0,0,0,0,0
GCA_012935005.1,PRJNA613679,SAMN14414761,,na,470,470,Acinetobacter baumannii,strain=VB2486,,latest,Complete Genome,Major,Full,30/04/2020,ASM1293500v1,Christian Medical College,GCF_012935005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/005/GCA_012935005.1_ASM1293500v1,,,na,33,28.27,0.06829,0.06671,0.03258,0.01312,0.04332,0.05952,0.10416,0.08528,0.04464,0.05086,0.00994,0.05306,0.0653,0.02393,0.05799,0.02399,0.04217,0.0408,0.06047,0.05388,0,0,0,0,0,0,0
GCA_012935025.1,PRJNA613683,SAMN14415334,,na,470,470,Acinetobacter baumannii,strain=VB2200,,latest,Complete Genome,Major,Full,30/04/2020,ASM1293502v1,Christian Medical College,GCF_012935025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/025/GCA_012935025.1_ASM1293502v1,,,na,33,28.49,0.06899,0.06711,0.03249,0.01284,0.04284,0.05945,0.1042,0.0856,0.04518,0.05058,0.00966,0.05193,0.06614,0.02337,0.05779,0.02398,0.04324,0.04018,0.06062,0.0538,0,0,0,0,0,0,0
GCA_013787185.1,PRJNA646375,SAMN15541804,,na,470,470,Acinetobacter baumannii,strain=36-1512,,latest,Complete Genome,Major,Full,28/07/2020,ASM1378718v1,IBCH RAN,GCF_013787185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/787/185/GCA_013787185.1_ASM1378718v1,,,na,33,28.87,0.06788,0.06689,0.03265,0.01318,0.04463,0.05985,0.10325,0.08591,0.04447,0.05091,0.00987,0.05219,0.06528,0.02378,0.05881,0.02426,0.04231,0.03986,0.06018,0.05383,0,0,0,0,0,0,0
GCA_014705985.1,PRJNA660930,SAMN16095455,,na,470,470,Acinetobacter baumannii,strain=XH1344,,latest,Complete Genome,Major,Full,23/09/2020,ASM1470598v1,"Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/985/GCA_014705985.1_ASM1470598v1,many frameshifted proteins,,na,33,28.9,0.06911,0.06828,0.03257,0.01196,0.04302,0.06269,0.10075,0.08525,0.04554,0.05238,0.01094,0.05036,0.06678,0.02346,0.05809,0.02605,0.04072,0.03886,0.0595,0.05371,0,0,0,0,0,0,0
GCA_016127515.1,PRJNA231221,SAMN16357205,,na,470,470,Acinetobacter baumannii,strain=FDAARGOS_1036,,latest,Complete Genome,Major,Full,20/12/2020,ASM1612751v1,US Food and Drug Administration,GCF_016127515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/515/GCA_016127515.1_ASM1612751v1,,,na,33,28.13,0.06835,0.06711,0.0327,0.01293,0.04315,0.05957,0.10374,0.08593,0.04475,0.0507,0.00977,0.05176,0.06644,0.02343,0.05733,0.02422,0.04326,0.04043,0.06078,0.05366,0,0,0,0,0,0,0
GCA_017096325.2,PRJNA646312,SAMN15538706,,na,470,470,Acinetobacter baumannii,strain=2018BJAB2,,latest,Complete Genome,Major,Full,16/11/2021,ASM1709632v2,Peking University People's Hospital,GCF_017096325.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/096/325/GCA_017096325.2_ASM1709632v2,,,na,33,28.07,0.06863,0.06714,0.03253,0.01283,0.04285,0.05949,0.104,0.08598,0.04494,0.05059,0.0096,0.05198,0.06648,0.02339,0.05769,0.02404,0.04319,0.04023,0.0606,0.05381,0,0,0,0,0,0,0
GCA_017096345.2,PRJNA646312,SAMN15538703,,na,470,470,Acinetobacter baumannii,strain=2014TJAB1,,latest,Complete Genome,Major,Full,16/11/2021,ASM1709634v2,Peking University People's Hospital,GCF_017096345.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/096/345/GCA_017096345.2_ASM1709634v2,,,na,33,28.16,0.06869,0.06728,0.03255,0.01285,0.04268,0.05932,0.1042,0.08593,0.04481,0.05051,0.00961,0.05204,0.06644,0.02355,0.05737,0.02408,0.04317,0.0404,0.06062,0.05391,0,0,0,0,0,0,0
GCA_017098245.2,PRJNA646312,SAMN15538697,,na,470,470,Acinetobacter baumannii,strain=2018HLJAB2,,latest,Complete Genome,Major,Full,16/11/2021,ASM1709824v2,Peking University People's Hospital,GCF_017098245.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/098/245/GCA_017098245.2_ASM1709824v2,,,na,33,28.71,0.06895,0.06713,0.03255,0.01283,0.04286,0.05948,0.10437,0.08576,0.04487,0.05042,0.00963,0.05195,0.0662,0.02354,0.0575,0.02408,0.04328,0.04029,0.06063,0.05368,0,0,0,0,0,0,0
GCA_017098265.1,PRJNA646312,SAMN15538696,,na,470,470,Acinetobacter baumannii,strain=2018HLJAB1,,latest,Complete Genome,Major,Full,01/03/2021,ASM1709826v1,Peking University People's Hospital,GCF_017098265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/098/265/GCA_017098265.1_ASM1709826v1,,,na,33,28.24,0.06881,0.06712,0.03253,0.01277,0.04271,0.05948,0.10424,0.08585,0.04499,0.05054,0.00962,0.05208,0.06623,0.02341,0.05766,0.02401,0.0432,0.0402,0.06068,0.05384,0,0,0,0,0,0,0
GCA_017726575.1,PRJNA716803,SAMN18452713,,na,470,470,Acinetobacter baumannii,strain=KSK Sensitive,,latest,Complete Genome,Major,Full,03/04/2021,ASM1772657v1,Christian Medical College,GCF_017726575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/726/575/GCA_017726575.1_ASM1772657v1,,,na,33,28.34,0.06854,0.06689,0.03273,0.01272,0.04289,0.0598,0.10419,0.08594,0.0445,0.05052,0.00963,0.05228,0.06628,0.02364,0.0574,0.02417,0.04309,0.04059,0.06062,0.05357,0,0,0,0,0,0,0
GCA_019903155.1,PRJNA607827,SAMN15646564,,na,470,470,Acinetobacter baumannii,strain=E-011922,,latest,Complete Genome,Major,Full,08/09/2021,ASM1990315v1,University of Technology Sydney,GCF_019903155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/903/155/GCA_019903155.1_ASM1990315v1,,,na,33,26.94,0.06825,0.06713,0.03247,0.01264,0.04252,0.05968,0.10358,0.08631,0.04528,0.05093,0.00952,0.0517,0.06665,0.02314,0.05758,0.02411,0.04273,0.04026,0.06087,0.05465,0,0,0,0,0,0,0
GCA_019903195.1,PRJNA607827,SAMN15646562,,na,470,470,Acinetobacter baumannii,strain=10_3,,latest,Complete Genome,Major,Full,08/09/2021,ASM1990319v1,University of Technology Sydney,GCF_019903195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/903/195/GCA_019903195.1_ASM1990319v1,,,na,33,27.37,0.06875,0.06758,0.03262,0.01266,0.04204,0.05881,0.10427,0.0865,0.0447,0.05065,0.00946,0.05199,0.06716,0.02343,0.05608,0.02402,0.04318,0.04072,0.0607,0.05469,0,0,0,0,0,0,0
GCA_020985285.1,PRJNA781087,SAMN23235066,,na,470,470,Acinetobacter baumannii,strain=SHOU-Ab01,,latest,Complete Genome,Major,Full,25/11/2021,ASM2098528v1,Beijing Institute of Biotechnology,GCF_020985285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/985/285/GCA_020985285.1_ASM2098528v1,,,na,33,28.2,0.06868,0.06693,0.03277,0.01282,0.04266,0.05939,0.10436,0.08598,0.04483,0.05034,0.00957,0.05203,0.06618,0.02356,0.05767,0.02427,0.04318,0.04022,0.06076,0.05379,0,0,0,0,0,0,0
GCA_021484925.1,PRJNA742487,SAMN20178847,,na,470,470,Acinetobacter baumannii,strain=MRSN 56,,latest,Complete Genome,Major,Full,16/01/2022,ASM2148492v1,The University of Sydney,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/484/925/GCA_021484925.1_ASM2148492v1,many frameshifted proteins,,na,33,29.65,0.068,0.067,0.0331,0.01335,0.04434,0.05968,0.10369,0.08515,0.04477,0.05139,0.0101,0.05116,0.06559,0.02355,0.05743,0.02451,0.04355,0.04017,0.0602,0.05324,0,0,0,0,0,0,0
GCA_021725415.1,PRJNA799658,SAMN25185246,,na,470,470,Acinetobacter baumannii,strain=BM2333,,latest,Complete Genome,Major,Full,30/01/2022,ASM2172541v1,wenzhou medical university,GCF_021725415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/725/415/GCA_021725415.1_ASM2172541v1,,,na,33,27.99,0.06859,0.06686,0.03261,0.01286,0.04294,0.05975,0.10378,0.08573,0.04521,0.0508,0.00959,0.05183,0.06616,0.02327,0.05806,0.024,0.04325,0.04012,0.06084,0.05376,0,0,0,0,0,0,0
GCA_022459115.2,PRJNA798866,SAMN25131648,,na,470,470,Acinetobacter baumannii,strain=AB176-VUB,,latest,Complete Genome,Major,Full,26/08/2022,ASM2245911v2,Vrije Universiteit Brussel,GCF_022459115.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/459/115/GCA_022459115.2_ASM2245911v2,,,na,33,27.55,0.068,0.06739,0.0323,0.01288,0.04314,0.05967,0.10355,0.08679,0.04439,0.0507,0.00955,0.05204,0.06672,0.02363,0.05715,0.02425,0.04279,0.04056,0.06046,0.05405,0,0,0,0,0,0,0
GCA_022466815.1,PRJNA798866,SAMN25131677,,na,470,470,Acinetobacter baumannii,strain=DSM30011-VUB,,latest,Complete Genome,Major,Full,03/03/2022,ASM2246681v1,Vrije Universiteit Brussel,GCF_022466815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/466/815/GCA_022466815.1_ASM2246681v1,,,na,33,27.23,0.06881,0.06714,0.03284,0.01262,0.04194,0.0592,0.10403,0.08578,0.04508,0.05072,0.00959,0.0519,0.06659,0.0233,0.05743,0.024,0.04336,0.04043,0.061,0.05422,0,0,0,0,0,0,0
GCA_022467535.1,PRJNA798866,SAMN25131671,,na,470,470,Acinetobacter baumannii,strain=AB229-VUB,,latest,Complete Genome,Major,Full,03/03/2022,ASM2246753v1,Vrije Universiteit Brussel,GCF_022467535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/467/535/GCA_022467535.1_ASM2246753v1,,,na,33,28.1,0.0685,0.06762,0.03263,0.01283,0.04261,0.05916,0.10416,0.08627,0.04451,0.0506,0.00965,0.0519,0.06673,0.02361,0.05652,0.02422,0.0433,0.04053,0.06048,0.05418,0,0,0,0,0,0,0
GCA_022468565.1,PRJNA798866,SAMN25131660,,na,470,470,Acinetobacter baumannii,strain=AB212-VUB,,latest,Complete Genome,Major,Full,03/03/2022,ASM2246856v1,Vrije Universiteit Brussel,GCF_022468565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/468/565/GCA_022468565.1_ASM2246856v1,,,na,33,28.89,0.06896,0.0671,0.03254,0.01291,0.0432,0.05907,0.10457,0.08594,0.04439,0.05038,0.00969,0.05202,0.06641,0.02357,0.05712,0.02418,0.04337,0.04029,0.06065,0.05363,0,0,0,0,0,0,0
GCA_022469075.1,PRJNA798866,SAMN25131653,,na,470,470,Acinetobacter baumannii,strain=AB183-VUB,,latest,Complete Genome,Major,Full,03/03/2022,ASM2246907v1,Vrije Universiteit Brussel,GCF_022469075.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/469/075/GCA_022469075.1_ASM2246907v1,,,na,33,28.29,0.06864,0.06717,0.0325,0.01285,0.04294,0.05944,0.10417,0.08596,0.04483,0.05053,0.00962,0.05203,0.06624,0.0234,0.05783,0.02417,0.04317,0.04023,0.06059,0.0537,0,0,0,0,0,0,0
GCA_023361975.1,PRJNA789460,SAMN24114662,,na,470,470,Acinetobacter baumannii,strain=5685,,latest,Complete Genome,Major,Full,13/05/2022,ASM2336197v1,Peking University People's Hospital,GCF_023361975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/361/975/GCA_023361975.1_ASM2336197v1,,,na,33,28.8,0.06883,0.06713,0.03251,0.01289,0.043,0.05948,0.10441,0.08561,0.04477,0.05044,0.00969,0.05203,0.06607,0.02354,0.05762,0.02417,0.0434,0.04031,0.06052,0.05357,0,0,0,0,0,0,0
GCA_023362235.1,PRJNA789460,SAMN24114646,,na,470,470,Acinetobacter baumannii,strain=5634,,latest,Complete Genome,Major,Full,13/05/2022,ASM2336223v1,Peking University People's Hospital,GCF_023362235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/362/235/GCA_023362235.1_ASM2336223v1,,,na,33,28.22,0.06853,0.06685,0.03264,0.01288,0.04307,0.06004,0.10363,0.08566,0.04514,0.05089,0.00962,0.05149,0.06611,0.02327,0.0584,0.02409,0.04314,0.04004,0.06084,0.05368,0,0,0,0,0,0,0
GCA_023517235.1,PRJNA738868,SAMN19774628,,na,470,470,Acinetobacter baumannii,strain=DETAB-P65,,latest,Complete Genome,Major,Full,23/05/2022,ASM2351723v1,University of Birmingham,GCF_023517235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/517/235/GCA_023517235.1_ASM2351723v1,,,na,33,27.48,0.06867,0.06714,0.03269,0.01279,0.04232,0.05945,0.10379,0.08551,0.04549,0.05079,0.00951,0.05166,0.0664,0.02323,0.05744,0.024,0.04349,0.04035,0.06105,0.05421,0,0,0,0,0,0,0
GCA_023517255.1,PRJNA738868,SAMN19762636,,na,470,470,Acinetobacter baumannii,strain=DETAB-E159,,latest,Complete Genome,Major,Full,23/05/2022,ASM2351725v1,University of Birmingham,GCF_023517255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/517/255/GCA_023517255.1_ASM2351725v1,,,na,33,28.19,0.06888,0.06704,0.03255,0.01279,0.04279,0.05958,0.10398,0.0854,0.04536,0.05059,0.00969,0.05195,0.06592,0.0233,0.0581,0.02403,0.0431,0.04009,0.06098,0.05388,0,0,0,0,0,0,0
GCA_023517695.1,PRJNA738868,SAMN19774653,,na,470,470,Acinetobacter baumannii,strain=DETAB-P90,,latest,Complete Genome,Major,Full,23/05/2022,ASM2351769v1,University of Birmingham,GCF_023517695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/517/695/GCA_023517695.1_ASM2351769v1,,,na,33,27.57,0.06869,0.06685,0.03266,0.01281,0.04271,0.05982,0.1034,0.08547,0.04563,0.0508,0.00965,0.05169,0.06599,0.02316,0.05841,0.02396,0.043,0.04001,0.0612,0.05409,0,0,0,0,0,0,0
GCA_023809705.1,PRJNA848083,SAMN28981486,,na,470,470,Acinetobacter baumannii,strain=VB280821,,latest,Complete Genome,Major,Full,20/06/2022,ASM2380970v1,Christian Medical College,GCF_023809705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/809/705/GCA_023809705.1_ASM2380970v1,,,na,33,28.21,0.0688,0.06676,0.03265,0.01282,0.04266,0.05952,0.10442,0.08559,0.04486,0.05071,0.00971,0.05206,0.06619,0.02346,0.05741,0.02396,0.04325,0.0401,0.06113,0.05394,0,0,0,0,0,0,0
GCA_024106315.2,PRJNA812595,SAMN29151496,,na,470,470,Acinetobacter baumannii,strain=2022CK-00371,,latest,Complete Genome,Major,Full,17/01/2023,ASM2410631v2,Utah Public Health Laboratory Infectious Disease submission group,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/106/315/GCA_024106315.2_ASM2410631v2,,,na,33,26.93,0.06825,0.06709,0.03229,0.01289,0.04298,0.05919,0.10356,0.08645,0.04513,0.05078,0.00971,0.05227,0.06665,0.02376,0.05702,0.02393,0.04242,0.04047,0.0605,0.05463,0,0,0,0,0,0,0
